,symbol,name,price,exchange
11192,FLHY,Franklin Liberty High Yield Corporate ETF,26.44,BATS
11193,FLIA,Franklin Liberty International Aggregate Bond ETF,25.055,BATS
11194,BDEC,Innovator S&P 500 Buffer ETF - December,32.6157,BATS
11195,BBCA,JPMorgan BetaBuilders Canada ETF,62.37,BATS
11196,IEDI,iShares Evolved U.S. Discretionary Spending ETF,44.09,BATS
11197,FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,37.1961,BATS
11198,BBSA,J.P. Morgan Exchange-Traded Fund Trust - JPMorgan BetaBuilders 1-5 Year U.S. Aggregate Bond ETF,51.7303,BATS
11199,POCT,Innovator S&P 500 Power Buffer ETF - October,28.8246,BATS
11200,BAPR,Innovator S&P 500 Buffer ETF - April New,30.99,BATS
11201,DURA,VanEck Vectors Morningstar Durable Dividend ETF,30.4343,BATS
11202,BSEP,Innovator S&P 500 Buffer ETF - September,31.1904,BATS
11203,IETC,iShares Evolved U.S. Technology ETF,52.49,BATS
11204,HSRT,Hartford Short Duration ETF,41.1,BATS
11205,FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,36.45,BATS
11206,IECS,iShares Evolved U.S. Consumer Staples ETF,32.19,BATS
11207,PAWZ,ProShares Pet Care ETF,77.8084,BATS
11208,ROMO,Strategy Shares Newfound/ReSolve Robust Momentum ETF,27.3298,BATS
11209,BJUL,Innovator S&P 500 Buffer ETF,31.16,BATS
11210,BBUS,JPMorgan BetaBuilders U.S. Equity ETF,76.69,BATS
11211,IEFN,iShares Evolved U.S. Financials ETF,31.1713,BATS
11212,JMST,JPMorgan Ultra-Short Municipal Income ETF,51.06,BATS
11213,JCPB,JPMorgan Core Plus Bond ETF,54.2267,BATS
11214,UFEB,Innovator S&P 500 Ultra Buffer ETF - February,27.166,BATS
11215,GSST,Goldman Sachs Access Ultra Short Bond ETF,50.765,BATS
11216,FRDM,Alpha Architect Freedom 100 Emerging Markets ETF,34.7,BATS
11217,UOCT,Innovator S&P 500 Ultra Buffer ETF - October,27.4908,BATS
11218,NJAN,Innovator Nasdaq-100 Power Buffer ETF - January,39.7448,BATS
11219,MFMS,MFAM Small-Cap Growth ETF,39.85,BATS
11220,MAAX,VanEck Vectors Municipal Allocation ETF,24.98,BATS
11221,LQDI,iShares Inflation Hedged Corporate Bond ETF,28.8336,BATS
11222,TMDV,ProShares Russell US Dividend Growers ETF,47.262,BATS
11223,ESML,iShares ESG MSCI USA Small-Cap ETF,40.57,BATS
11224,BBEU,JPMorgan BetaBuilders Europe ETF,58.05,BATS
11225,GTIP,Goldman Sachs Access Inflation Protected USD Bond ETF,57.33,BATS
11226,KOCT,Innovator Russell 2000 Power Buffer ETF,26.68,BATS
11227,BJUN,Innovator S&P 500 Buffer ETF - June,32.07,BATS
11228,IEHS,iShares Evolved U.S. Healthcare Staples ETF,41.175,BATS
11229,BAUG,Innovator S&P 500 Buffer ETF - August,31.2041,BATS
11230,IEIH,iShares Evolved U.S. Innovative Healthcare ETF,33.3661,BATS
11231,SLT,Salt High truBeta US Market ETF,42.4483,BATS
11232,BNOV,Innovator S&P 500 Buffer ETF - November,31.315,BATS
11233,JMUB,JPMorgan Municipal ETF,55.1394,BATS
11234,TOKE,Cambria Cannabis ETF,19.22,BATS
11235,PFEB,Innovator S&P 500 Power Buffer ETF - February,27.995,BATS
11236,TFIV,Global X TargetIncome 5 ETF,24.217,BATS
11237,GOAT,VanEck Vectors Morningstar Global Wide Moat ETF,38.7752,BATS
11238,KNG,CBOE Vest S&P 500 Dividend Aristocrats Target Income Index ETF,52.89,BATS
11239,DRSK,Aptus Defined Risk ETF,29.46,BATS
11240,UDEC,Innovator S&P 500 Ultra Buffer ETF - December,29.245,BATS
11241,FCPI,Fidelity Stocks for Inflation ETF,28.82,BATS
11242,RODE,Hartford Multifactor Diversified International ETF,28.9151,BATS
11243,NULC,Nuveen ESG Large-Cap ETF,39.13,BATS
11244,TFLT,Global X TargetIncome Plus 2 ETF,23.615,BATS
11245,LSLT,Salt Low truBeta US Market ETF,30.55,BATS
11246,BOCT,Innovator S&P 500 Buffer ETF - October,31.77,BATS
11247,BBIN,JPMorgan BetaBuilders International Equity ETF,59.742,BATS
11248,PJAN,Innovator S&P 500 Power Buffer ETF January,32.02,BATS
11249,STLV,iShares Factors US Value Style ETF,28.6261,BATS
11250,TPAY,Tortoise Digital Payments Infrastructure Fund,47.7183,BATS
11251,IEME,iShares Evolved U.S. Media and Entertainment ETF,37.5307,BATS
11252,PAPR,Innovator S&P 500 Power Buffer ETF - April New,28.07,BATS
11253,BBJP,JPMorgan BetaBuilders Japan ETF,56.46,BATS
11254,TRTY,Cambria Trinity ETF,27.64,BATS
11255,UJAN,Innovator S&P 500 Ultra Buffer ETF January,30.675,BATS
11256,UAPR,Innovator S&P 500 Ultra Buffer ETF - April New,25.4423,BATS
11257,FLBL,Franklin Liberty Senior Loan ETF,25.075,BATS
11258,PDEC,Innovator S&P 500 Power Buffer ETF - December,30.15,BATS
11259,STLG,iShares Factors US Growth Style ETF,34.4826,BATS
11260,FDEM,Fidelity Targeted Emerging Markets Factor ETF,28.466,BATS
11261,UJUN,Innovator S&P 500 Ultra Buffer ETF - June,28.385,BATS
11262,PSEP,Innovator S&P 500 Power Buffer ETF - September,29.135,BATS
11263,UJUL,Innovator S&amp;P 500 Ultra Buffer ETF,26.885,BATS
11264,FDEV,Fidelity Targeted International Factor ETF,28.7975,BATS
11265,DAUG,FT Cboe Vest U.S. Equity Deep Buffer ETF - August,34.0855,BATS
11266,DNOV,FT Cboe Vest U.S. Equity Deep Buffer ETF - November,34.3849,BATS
11267,NOCT,Innovator Nasdaq-100 Power Buffer ETF,37.6761,BATS
11268,RYLD,Global X Russell 2000 Covered Call ETF,25.01,BATS
11269,TDV,ProShares S&P Technology Dividend Aristocrats ETF,58.62,BATS
11270,USEP,Innovator S&P 500 Ultra Buffer ETF - September,27.87,BATS
11271,KJAN,Innovator Russell 2000 Power Buffer ETF January,30.875,BATS
11272,IBHA,iShares iBonds 2021 Term High Yield and Income ETF,24.205,BATS
11273,IBHB,iShares iBonds 2022 Term High Yield and Income ETF,24.2664,BATS
11274,FLDR,Fidelity Low Duration Bond Factor ETF,50.76,BATS
11275,IBHE,iShares iBonds 2025 Term High Yield and Income ETF,25.1305,BATS
11276,IBHC,iShares iBonds 2023 Term High Yield and Income ETF,24.6696,BATS
11277,IBHD,iShares iBonds 2024 Term High Yield and Income ETF,24.685,BATS
11278,IAUF,iShares Gold Strategy ETF,54.7902,BATS
11279,FCTR,First Trust Lunt U.S. Factor Rotation ETF,34.11,BATS
11280,BBRE,JPMorgan BetaBuilders MSCI U.S. REIT ETF,91.68,BATS
11281,BFEB,Innovator S&P 500 Buffer ETF - February,29.99,BATS
11282,HCXZ,"Hercules Capital, Inc.",25.25,New York Stock Exchange
11283,HCXY,"Hercules Capital, Inc.",26.3963,New York Stock Exchange
11284,NTEST,Tick Pilot Test Sym-Control,25.01,New York Stock Exchange
11285,ENBA,Enbridge Inc. 6.375 SNT18 B 78,26.87,New York Stock Exchange
11286,NRUC,National Rural Utilities Cooper,26.86,New York Stock Exchange
11287,IFFT,International Flavors & Fragran,50.58,New York Stock Exchange
11288,PRS,"Prudential Financial, Inc. 5.62",28.0401,New York Stock Exchange
11289,SREA,SEMPRA ENERGY,27.54,New York Stock Exchange
11290,SAF,Saratoga Investment Corp 6.25% ,25.8,New York Stock Exchange
11291,AWAY,ETFMG Travel Tech ETF,31.16,NYSE American
11292,CHIC,Global X MSCI China Comm Services ETF,28.36,NYSEArca
11293,AFGC,"American Financial Group, Inc.",27.27,New York Stock Exchange
11294,AEFC,Aegon Funding Company LLC,26.5,New York Stock Exchange
11295,AVEM,Avantis Emerging Markets Equity ETF,68.73,NYSEArca
11296,AVUV,Avantis U.S. Small Cap Value ETF,74.89,NYSEArca
11297,AVUS,Avantis U.S. Equity ETF,72.91,NYSEArca
11298,AQNB,Algonquin Power & Utilities Cor,27.85,New York Stock Exchange
11299,AQNA,Algonquin Power & Utilities Cor,28.0,New York Stock Exchange
11300,BNKD,MicroSectors U.S. Big Banks Index -3X Inverse Leveraged ETNs,15.89,NYSEArca
11301,BATT,Amplify Advanced Battery Metals and Materials ETF,16.25,NYSEArca
11302,AVDE,Avantis International Equity ETF,63.1528,NYSEArca
11303,CMSD,CMS Energy Corporation 5.875% J,27.8,New York Stock Exchange
11304,CMSC,CMS Energy Corporation 5.875% J,27.64,New York Stock Exchange
11305,UNMA,Unum Group 6.250% JR NT58,26.8748,New York Stock Exchange
11306,SJIU,"South Jersey Industries, Inc. CORP UNITS",41.09,New York Stock Exchange
11307,UZB,United States Cellular Corporation SR NT 120163,25.3329,New York Stock Exchange
11308,ARGD,"Argo Group US, Inc. 6.5% SR NTS 42",25.62,New York Stock Exchange
11309,CUBB,"Customers Bancorp, Inc 5.375% S",26.25,New York Stock Exchange
11310,EMMF,WisdomTree Emerging Markets Multifactor Fund,26.7396,NYSEArca
11311,DUKB,Duke Energy Corporation 5.625% ,27.03,New York Stock Exchange
11312,ECCX,Eagle Point Credit Company Inc. 6.6875% NT 28,25.51,New York Stock Exchange
11313,WTRU,"Aqua America, Inc.",58.15,New York Stock Exchange
11314,MGR,"Affiliated Managers Group, Inc.",27.81,New York Stock Exchange
11315,HOMZ,The Hoya Capital Housing ETF,40.2409,NYSEArca
11316,BSA,BrightSphere Investment Group plc,25.3,New York Stock Exchange
11317,TBC,AT&T Inc. 5.625% Global Notes d,27.18,New York Stock Exchange
11318,AFGE,"American Financial Group, Inc.",27.075,New York Stock Exchange
11319,AFGB,"American Financial Group, Inc. ",28.15,New York Stock Exchange
11320,DYNF,BlackRock U.S. Equity Factor Rotation ETF,35.3991,NYSEArca
11321,RCB,Ready Capital Corporation,25.98,New York Stock Exchange
11322,RCA,Ready Capital Corporation 7.00%,26.31,New York Stock Exchange
11323,PBC,Prospect Capital Corporation 6.,25.91,New York Stock Exchange
11324,DWMF,WisdomTree International Multifactor Fund,25.89,NYSEArca
11325,PBY,Prospect Capital Corporation,26.0455,New York Stock Exchange
11326,SOLN,Southern Company (The) 2019 Ser,52.31,New York Stock Exchange
11327,QVCD,"QVC, Inc. 6.375% Senior Secured",25.69,New York Stock Exchange
11328,AIC,Arlington Asset Investment Corp. 6.75% SR NT 25,25.43,New York Stock Exchange
11329,DTP,DTE Energy Company 6.25% Corpor,50.14,New York Stock Exchange
11330,CNBS,Amplify Seymour Cannabis ETF,27.51,NYSEArca
11331,FLYT,Direxion Shares ETF Trust - Direxion Flight To Safety ETF,48.211,NYSEArca
11332,ESNG,Direxion Shares ETF Trust - Direxion MSCI USA ESG Universal Movers Versus Laggards ETF,64.1873,NYSE American
11333,ELAT,Elanco Animal Health Incorporat,47.59,New York Stock Exchange
11334,DJCB,ETRACS Bloomberg Commodity Index Total ReturnSM ETN Series B,17.025,NYSEArca
11335,GSLD,"Global Ship Lease, Inc. 8.00% S",25.94,New York Stock Exchange
11336,HDLB,ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN Series B,15.325,NYSEArca
11337,PQSV,PGIM QMA Strategic Alpha Small-Cap Value ETF,64.6517,NYSEArca
11338,PQSG,PGIM QMA Strategic Alpha Small-Cap Growth ETF,72.6529,NYSEArca
11339,SMDY,Syntax Stratified MidCap ETF,41.4244,NYSEArca
11340,SFY,SoFi Select 500 ETF,15.28,NYSEArca
11341,SFYX,SoFi Next 500 ETF,14.3392,NYSEArca
11342,SOJD,Southern Company (The) Series 2,26.82,New York Stock Exchange
11343,OGIG,O&apos;Shares Global Internet Giants ETF,56.39,NYSEArca
11344,NACP,Impact Shares NAACP Minority Empowerment ETF,31.9665,NYSEArca
11345,SPSK,SP Funds Dow Jones Global Sukuk ETF,20.09,NYSEArca
11346,QVCC,"QVC, Inc. 6.250% Senior Secured",25.73,New York Stock Exchange
11347,NFH,New Frontier Health Corp,11.15,New York Stock Exchange
11348,SPUS,SP Funds S&amp;P 500 Sharia Industry Exclusions ETF,27.61,NYSEArca
11349,SJIJ,"South Jersey Industries, Inc",26.32,New York Stock Exchange
11350,QMJ,Direxion S&P 500 High minus Low Quality ETF,62.7913,NYSEArca
11351,RECS,Columbia Research Enhanced Core ETF,28.1055,NYSEArca
11352,PQLC,PGIM QMA Strategic Alpha Large-Cap Core ETF,69.7423,NYSEArca
11353,SSPY,Syntax Stratified LargeCap ETF,64.692,NYSEArca
11354,SWT,Stanley Black & Decker Inc,123.94,New York Stock Exchange
11355,XBUY,Amplify International Online Retail ETF,55.2796,NYSEArca
11356,YOLO,AdvisorShares Pure Cannabis ETF,21.95,NYSEArca
11357,BNKU,MicroSectors U.S. Big Banks Index 3X Leveraged ETNs,50.48,YHD
11358,ARMR,Armor US Equity Index ETF,24.1051,NYSEArca
11359,DLY,DoubleLine Yield Opportunities Fund,19.6,New York Stock Exchange
11360,ATCO,Atlas Corp (Canada),13.97,New York Stock Exchange
11361,HDIV,QRAFT AI-Enhanced U.S. High Dividend ETF,30.3547,NYSEArca
11362,DFNS,LGL Systems Acquisition Corp,9.94,New York Stock Exchange
11363,SBSW,Sibanye Stillwater Limited,19.52,New York Stock Exchange
11364,RESP,WisdomTree U.S. ESG Fund,46.0634,New York Stock Exchange
11365,TT,Trane Technologies PLC,174.36,New York Stock Exchange
11366,ECOZ,TrueMark ESG Active Opportunities ETF,37.3958,NYSEArca
11367,GFLU,GFL Environmental Inc.,77.36,New York Stock Exchange
11368,GFL,GFL Environmental Inc,32.99,New York Stock Exchange
11369,LRNZ,TrueMark AI & Deep Learning ETF,44.9744,NYSEArca
11370,ALTG,Alta Equipment Group Inc,13.17,New York Stock Exchange
11371,SCVX,SCVX Corp,9.92,New York Stock Exchange
11372,ZCMD,Zhongchao Inc,1.9,Nasdaq Global Select
11373,SNUG,Alpha Architect Merlyn.AI Tactical Growth and Income ETF,27.7366,Nasdaq Global Select
11374,ESSCU,East Stone Acquisition Corporation,10.9182,Nasdaq Capital Market
11375,IBTB,iShares iBonds Dec 2022 Term Treasury ETF,25.43,Nasdaq Global Market
11376,IBTF,iShares iBonds Dec 2025 Term Treasury ETF,25.705,Nasdaq Global Market
11377,IBTI,iShares iBonds Dec 2028 Term Treasury ETF,25.265,Nasdaq Global Market
11378,IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,25.0,Nasdaq Global Market
11379,LUMO,Lumos Pharma Inc,12.5,Nasdaq Global Market
11380,GDYN,Grid Dynamics Holdings Inc,14.55,Nasdaq Capital Market
11381,DFPHU,DFP Healthcare Acquisitions Corp.,10.43,Nasdaq Global Select
11382,IBTH,iShares iBonds Dec 2027 Term Treasury ETF,25.335,Nasdaq Global Market
11383,IBTG,iShares iBonds Dec 2026 Term Treasury ETF,25.585,Nasdaq Global Market
11384,IGICW,International General Insurance Holdings Ltd.,0.7501,Nasdaq Capital Market
11385,IGIC,International General Insurance Holdings Ltd,8.15,Nasdaq Capital Market
11386,GDYNW,"Grid Dynamics Holdings, Inc.",5.0,Nasdaq Capital Market
11387,ESSC,East Stone Acquisition Corp,10.0,Nasdaq Capital Market
11388,ESSCR,East Stone Acquisition Corporation,0.28,New York Stock Exchange
11389,ESSCW,East Stone Acquisition Corporation,0.2898,New York Stock Exchange
11390,IMRA,Imara Inc,7.75,Nasdaq Global Select
11391,FCNCP,"First Citizens BancShares, Inc.",26.88,Nasdaq Global Select
11392,IBTA,iShares iBonds Dec 2021 Term Treasury ETF,25.355,Nasdaq Global Market
11393,IBTE,iShares iBonds Dec 2024 Term Treasury ETF,25.745,Nasdaq Global Market
11394,BPYPN,Brookfield Property Partners L.P.,24.5,Nasdaq Global Select
11395,OXLCP,Oxford Lane Capital Corp.,25.13,Nasdaq Global Select
11396,NBACU,Newborn Acquisition Corp.,18.77,Nasdaq Capital Market
11397,BWMX,Betterware De Mexico SA de CV,45.47,Nasdaq Global Select
11398,GSMGW,Glory Star New Media Group Holdings Limited,0.1461,Nasdaq Capital Market
11399,AIKI,Aikido Pharma Inc,1.05,Nasdaq Capital Market
11400,IBTD,iShares iBonds Dec 2023 Term Treasury ETF,25.66,Nasdaq Global Market
11401,ATCX,Atlas Technical Consultants Inc,10.89,Nasdaq Global Select
11402,GSMG,Glory Star New Media Group Holdings Ltd,4.09,Nasdaq Capital Market
11403,RSSS,Research Solutions Inc,2.3,Nasdaq Global Select
11404,CALB,California BanCorp,17.99,Nasdaq Global Select
11405,PASG,Passage Bio Inc,19.11,Nasdaq Global Select
11406,BPYUP,Brookfield Property REIT Inc.,25.14,Nasdaq Global Select
11407,BPYU,Brookfield Property REIT Inc,18.01,Nasdaq Global Select
11408,OBLG,Oblong Inc,4.85,NYSE American
11409,BATL,Battalion Oil Corp,11.95,NYSE American
11410,ARYN.SW,Aryzta AG,1.045,Swiss
11411,VGRO.TO,Vanguard Growth ETF Portfolio,30.53,Toronto
11412,IQM,Franklin Intelligent Machines ETF,46.6399,BATS
11413,BUYZ,Franklin Disruptive Commerce ETF,53.6425,BATS
11414,HELX,Franklin Genomic Advancements ETF,47.3119,BATS
11415,RESD,WisdomTree International ESG Fund,30.6424,BATS
11416,RESE,WisdomTree Emerging Markets ESG Fund,39.2634,BATS
11417,UMAR,Innovator S&P 500 Ultra Buffer ETF - March,28.8149,BATS
11418,BMAR,Innovator S&P 500 Buffer ETF - March,32.1061,BATS
11419,PMAR,Innovator S&P 500 Power Buffer ETF - March,30.1222,BATS
11420,HCRB,Hartford Core Bond ETF,40.8104,BATS
11421,DFEB,FT Cboe Vest U.S. Equity Deep Buffer ETF - February,33.7957,BATS
11422,FFEB,FT Cboe Vest U.S. Equity Buffer ETF - February,35.675,BATS
11423,RFM,Rivernorth Flexible Municipal Income Fund Inc,22.75,New York Stock Exchange
11424,CBO,CBO (Listing Market - NYSE - Ne,25.01,New York Stock Exchange
11425,ALINN.PA,Millet Innovation SA,7.7,Paris
11426,G.TO,Goldcorp Inc.,2.12,Toronto
11427,BIPC,Brookfield Infrastructure Corp,72.94,New York Stock Exchange
11428,HWM,Howmet Aerospace Inc,32.12,New York Stock Exchange
11429,WIMI,WiMi Hologram Cloud Inc,6.31,Nasdaq Global Market
11430,PSHG,Performance Shipping Inc,4.78,Nasdaq Capital Market
11431,METX,Meten Edtechx Education Group Ltd,1.67,Nasdaq Global Select
11432,CARR,Carrier Global Corp,44.49,New York Stock Exchange
11433,RTX,Raytheon Technologies Corp,83.08,New York Stock Exchange
11434,OTIS,Otis Worldwide Corp,78.0,New York Stock Exchange
11435,CCAC,CITIC Capital Acquisition Corp,10.09,New York Stock Exchange
11436,ZNTL,Zentalis Pharmaceuticals Inc,59.54,Nasdaq Global Select
11437,RGP,Resources Connection Inc,13.96,Nasdaq Global Select
11438,SONN,Sonnet Biotherapeutics Holdings Inc,2.09,Nasdaq Global Select
11439,ZGYHR,Yunhong International,0.33,New York Stock Exchange
11440,ZGYH,Yunhong International,10.09,New York Stock Exchange
11441,ZGYHW,Yunhong International,0.685,New York Stock Exchange
11442,HSMV,First Trust Horizon Managed Volatility Small/Mid ETF,32.7965,NYSEArca
11443,IVES,Wedbush ETFMG Global Cloud Technology ETF,51.2293,New York Stock Exchange
11444,AVCT,American Virtual Cloud Technologies Inc,7.24,Nasdaq Global Select
11445,KROS,Keros Therapeutics Inc,67.86,Nasdaq Global Select
11446,AVCTW,American Virtual Cloud Tech Inc. Warrants,0.63,Nasdaq Global Select
11447,BKMC,BNY Mellon US Mid Cap Core Equity ETF,88.4409,New York Stock Exchange
11448,BKSE,BNY Mellon US Small Cap Core Equity ETF,98.5479,New York Stock Exchange
11449,KOKU,Xtrackers MSCI Kokusai Equity ETF,79.5264,New York Stock Exchange
11450,BKLC,BNY Mellon US Large Cap Core Equity ETF,78.6847,New York Stock Exchange
11451,GMBL,Esports Entertainment Group Inc,13.26,Nasdaq Capital Market
11452,GMBLW,"Esports Entertainment Group, Inc.",9.35,Nasdaq Capital Market
11453,NTR.TO,Nutrien Ltd,69.39,Toronto
11454,BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,90.6557,New York Stock Exchange
11455,MSGE,Madison Square Garden Entertainment Corp,91.37,New York Stock Exchange
11456,MSGS,Madison Square Garden Sports Corp,184.07,New York Stock Exchange
11457,BKSB,BNY Mellon Short Duration Corporate Bond ETF,51.4001,New York Stock Exchange
11458,DKNG,Draftkings Inc,59.69,Nasdaq Global Select
11459,ORIC,Oric Pharmaceuticals Inc,24.77,Nasdaq Global Select
11460,BKAG,BNY Mellon Core Bond ETF,49.1499,New York Stock Exchange
11461,BKEM,BNY Mellon Emerging Markets Equity ETF,76.9756,New York Stock Exchange
11462,STMB,iShares Factors US Mid Blend Style ETF,43.0998,BATS
11463,FLV,American Century Focused Large Cap Value ETF,59.5945,BATS
11464,NAPR,Innovator Nasdaq-100 Power Buffer ETF - April,36.5766,BATS
11465,STSB,iShares Trust - iShares Factors US Small Blend Style ETF,48.8346,BATS
11466,FDG,American Century Focused Dynamic Growth ETF,80.285,BATS
11467,WUGI,Esoterica NextG Economy ETF,54.6,BATS
11468,KAPR,Innovator Russell 2000 Power Buffer ETF - April,27.425,BATS
11469,STLC,iShares Factors US Blend Style ETF,39.798,BATS
11470,BKHY,BNY Mellon High Yield Beta ETF,56.4282,NYSEArca
11471,BKIE,BNY Mellon International Equity ETF,72.5318,NYSEArca
11472,APG,APi Group Corp,21.29,New York Stock Exchange
11473,DEED,First Trust TCW Securitized Plus ETF,25.87,New York Stock Exchange
11474,NVVE,Newborn Acquisition Corp,12.15,New York Stock Exchange
11475,NVVEW,Newborn Acquisition Corp.,1.73,Nasdaq Global Select
11476,GLCN,VanEck Vectors China Growth Leaders ETF,47.1725,New York Stock Exchange
11477,GLIN,VanEck Vectors India Growth Leaders ETF,34.7018,New York Stock Exchange
11478,CGROU,Collective Growth Corporation,11.2,Nasdaq Global Select
11479,DCTH,Delcath Systems Inc,11.98,Other OTC
11480,LYRA,Lyra Therapeutics Inc,10.56,Nasdaq Global Select
11481,PMAY,Innovator S&P 500 Power Buffer ETF - May,28.94,Nasdaq Global Select
11482,UMAY,Innovator S&P 500 Ultra Buffer ETF - May,27.665,Nasdaq Global Select
11483,BMAY,Innovator S&P 500 Buffer ETF - May,30.45,Nasdaq Global Select
11484,DFPHW,Healthcare Acquisitions Corp. Warrant,1.3,New York Stock Exchange
11485,DFPH,DFP Healthcare Acquisitions Corp,10.18,New York Stock Exchange
11486,CM-PR.TO,CIBC PREF SERIES 45,25.35,Toronto
11487,ENB-PN.TO,ENBRIDGE INC PREF SER N,19.3,Toronto
11488,CM-PT.TO,CIBC PREF SERIES 49,26.0,Toronto
11489,ALA-PK.TO,AltaGas Ltd.,25.31,Toronto
11490,BIK-PA.TO,BIP Investment Corporation,25.95,Toronto
11491,BIP-PD.TO,Brookfield Infrastructure Partners L.P.,25.1,Toronto
11492,BMO-PF.TO,BMO PREF SHARES SERIES 46,26.63,Toronto
11493,BCE-PY.TO,BCE Inc.,16.93,Toronto
11494,BCE-PA.TO,BCE Inc.,17.5,Toronto
11495,ENB-PA.TO,ENBRIDGE PR,25.6,Toronto
11496,ENB-PT.TO,ENBRIDGE INC PREF SER R,17.69,Toronto
11497,ENB-PFK.TO,Enbridge Inc. CUM RED PFD 19,25.15,Toronto
11498,IFC-PE.TO,Intact Financial Corporation,25.71,Toronto
11499,IAF-PI.TO,iA Financial Corporation Inc.,24.98,Toronto
11500,IFC-PG.TO,Intact Financial Corporation,23.74,Toronto
11501,MFC-PM.TO,MANULIFE FINANCIAL CORP PREF SE,23.0,Toronto
11502,PWF-PZ.TO,Power Financial Corporation,25.59,Toronto
11503,PPL-PQ.TO,Pembina Pipeline Corporation,21.6,Toronto
11504,PPL-PA.TO,Pembina Pipeline Corporation,19.71,Toronto
11505,PPL-PC.TO,Pembina Pipeline Corporation,19.74,Toronto
11506,TD-PFK.TO,The Toronto-Dominion Bank,24.7,Toronto
11507,TD-PFG.TO,The Toronto-Dominion Bank,25.0,Toronto
11508,TD-PFL.TO,The Toronto-Dominion Bank,25.94,Toronto
11509,TRP-PD.TO,TC ENERGY CORP PREF SERIES 7,19.14,Toronto
11510,GAN,Gan Ltd,19.33,Nasdaq Global Select
11511,NMTR,9 Meters Biopharma Inc,1.25,Nasdaq Global Select
11512,GAU,Galiano Gold Inc,1.22,New York Stock Exchange
11513,LB-PJ.TO,Laurentian Bank of Canada,25.33,Toronto
11514,ENB-PFA.TO,Enbridge Inc.,18.42,Toronto
11515,ARB,AltShares Trust - AltShares Merger Arbitrage ETF,25.6792,New York Stock Exchange
11516,TAAG,Trend Aggregation Aggressive Growth ETF,28.1194,New York Stock Exchange
11517,TADS,Trend Aggregation Dividend Stock ETF,29.0491,New York Stock Exchange
11518,AYLA,Ayala Pharmaceuticals Inc,10.5,Nasdaq Global Select
11519,CLEU,China Liberal Education Holdings Ltd,3.73,Nasdaq Capital Market
11520,OCFCP,OceanFirst Financial Corp. - De,28.59,Nasdaq Global Select
11521,KC,Kingsoft Cloud Holdings Ltd,48.41,Nasdaq Global Select
11522,HUSN,Hudson Capital Inc,2.6,Nasdaq Global Select
11523,CRDF,Cardiff Oncology Inc,9.62,Nasdaq Global Select
11524,TEGS,Trend Aggregation ESG ETF,28.4124,Nasdaq Global Select
11525,TAEQ,Trend Aggregation U.S. ETF,27.5792,Nasdaq Global Select
11526,WIR-UN.TO,WPT Industrial Real Estate Investment Trust,20.77,Toronto
11527,SIXH,6 Meridian Hedged Equity-Index Option Strategy ETF,28.6573,NYSEArca
11528,THNQ,Robo Global Artificial Intelligence ETF,42.4364,NYSEArca
11529,SIXS,6 Meridian Small Cap Equity ETF,46.788,NYSEArca
11530,SIXA,6 Meridian Mega Cap Equity ETF,32.7,NYSEArca
11531,SIXL,6 Meridian Low Beta Equity Strategy ETF,33.6392,NYSEArca
11532,OEG,Orbital Energy Group Inc,4.49,Nasdaq Global Select
11533,SJOYW,Scienjoy Holding Corp. Wts,0.3901,Nasdaq Global Select
11534,SJ,Scienjoy Holding Corp,9.07,Nasdaq Global Select
11535,ESEB,Xtrackers J.P. Morgan ESG Emerg,21.52,Nasdaq Global Select
11536,ESCR,Xtrackers Bloomberg Barclays US,21.8106,Nasdaq Global Select
11537,ESHY,Xtrackers J.P. Morgan ESG USD H,21.2,Nasdaq Global Select
11538,SQEW,LeaderShares Equity Skew ETF,36.55,NYSEArca
11539,GNRSW,Greenrose Acquisition Corp. Warrant,0.7401,Nasdaq Global Select
11540,MSVX,ETF Series Solutions - LHA Market State Alpha Seeker ETF,26.1578,Nasdaq Global Select
11541,FSLF,First Eagle Senior Loan Fund,14.59,New York Stock Exchange
11542,JEPI,JPMorgan Equity Premium Income ETF,58.97,New York Stock Exchange
11543,JIG,JPMorgan International Growth ETF,76.8448,New York Stock Exchange
11544,ADCT,ADC Therapeutics SA,26.29,New York Stock Exchange
11545,SLQT,SelectQuote Inc,31.46,New York Stock Exchange
11546,WINT,Windtree Therapeutics Inc,2.32,Nasdaq Global Select
11547,GNRS,Greenrose Acquisition Corp,10.0,Nasdaq Capital Market
11548,CCNC,Code Chain New Continent Ltd,3.35,Nasdaq Global Select
11549,TMBR,Timber Pharmaceuticals Inc,1.63,New York Stock Exchange
11550,DMAY,FT Cboe Vest U.S. Equity Deep Buffer ETF - May,33.15,Nasdaq Global Select
11551,GSID,Goldman Sachs MarketBeta International Equity ETF,56.4715,BATS
11552,GSUS,Goldman Sachs MarketBeta US Equity ETF,58.0957,BATS
11553,GSEE,Goldman Sachs MarketBeta Emerging Markets Equity ETF,58.4235,BATS
11554,FMAY,FT Cboe Vest U.S. Equity Buffer ETF - May,35.29,Nasdaq Global Select
11555,FDJ.PA,La Francaise des Jeux SA,42.66,Paris
