,symbol,name,price,exchange
430,RLJ,RLJ Lodging Trust,16.02,New York Stock Exchange
431,LB,L Brands Inc,67.44,New York Stock Exchange
432,USMV,iShares Edge MSCI Min Vol USA,71.73,BATS Exchange
433,NCLH,Norwegian Cruise Line Holdings Ltd,30.23,New York Stock Exchange
434,NOV,National Oilwell Varco Inc,14.88,New York Stock Exchange
435,CNDT,Conduent Inc,6.73,Nasdaq Global Select
436,LMT,Lockheed Martin Corp,372.94,New York Stock Exchange
437,MTZ,MasTec Inc,103.39,New York Stock Exchange
438,TBT,ProShares UltraShort Lehman 20 Year Treasury,20.65,New York Stock Exchange Arca
439,WEN,Wendys Co,22.27,Nasdaq Global Select
440,VNQ,Vanguard Real Estate,97.85,New York Stock Exchange Arca
441,GPS,Gap Inc,34.26,New York Stock Exchange
442,SYY,Sysco Corp,83.24,New York Stock Exchange
443,CEF,Sprott Physical Gold and Silver Trust,18.81,New York Stock Exchange Arca
444,WDR,Waddell & Reed Financial Inc,24.99,New York Stock Exchange
445,FTV,Fortive Corp,74.23,New York Stock Exchange
446,BKI,Black Knight Inc,72.65,New York Stock Exchange
447,CTSH,Cognizant Technology Solutions Corp,80.18,Nasdaq Global Select
448,HOLX,Hologic Inc,72.4,Nasdaq Global Select
449,EIX,Edison International,58.4,New York Stock Exchange
450,URA,Global X Uranium,19.81,New York Stock Exchange Arca
451,CTXS,Citrix Systems Inc,138.51,Nasdaq Global Select
452,CPE,Callon Petroleum Co,39.25,New York Stock Exchange
453,XME,SPDR S&P Metals & Mining,42.12,New York Stock Exchange Arca
454,CF,CF Industries Holdings Inc,49.56,New York Stock Exchange
455,PNC,PNC Financial Services Group Inc,185.26,New York Stock Exchange
456,SABR,Sabre Corp,15.47,Nasdaq Global Select
457,WIT,Wipro Limited,7.21,New York Stock Exchange
458,LYB,LyondellBasell Industries NV,106.36,New York Stock Exchange
459,DISH,DISH Network Corp,41.59,Nasdaq Global Select
460,MGA,Magna International Inc,99.18,New York Stock Exchange
461,AEO,American Eagle Outfitters Inc,35.57,New York Stock Exchange
462,XHB,SPDR Series Trust Homebuilders,75.82,New York Stock Exchange Arca
463,BP,BP p.l.c.,25.64,New York Stock Exchange
464,XEL,Xcel Energy Inc,69.81,Nasdaq Global Select
465,NTNX,Nutanix Inc,27.32,Nasdaq Global Select
466,VVV,Valvoline Inc,29.06,New York Stock Exchange
467,HQY,Healthequity Inc,76.48,Nasdaq Global Select
468,ARCC,Ares Capital Corp,19.37,Nasdaq Global Select
469,UPS,United Parcel Service Inc,198.37,New York Stock Exchange
470,MUR,Murphy Oil Corp,17.7,New York Stock Exchange
471,VMC,Vulcan Materials Co,179.04,New York Stock Exchange
472,SDS,ProShares UltraShort S&P500,9.67,New York Stock Exchange Arca
473,NOMD,Nomad Foods Ltd,29.31,New York Stock Exchange
474,ANTM,Anthem Inc,375.28,New York Stock Exchange
475,SFIX,Stitch Fix Inc,46.35,Nasdaq Global Select
476,GD,General Dynamics Corp,185.26,New York Stock Exchange
477,KIM,Kimco Realty Corp,20.89,New York Stock Exchange
478,FNF,Fidelity National Financial Inc,45.92,New York Stock Exchange
479,BXMT,Blackstone Mortgage Trust Inc,32.36,New York Stock Exchange
480,NWS,News Corporation,24.31,Nasdaq Global Select
481,CHD,Church & Dwight Co Inc,84.4,New York Stock Exchange
482,XLY,SPDR Select Sector Fund - Consumer Discretionary,178.18,New York Stock Exchange Arca
483,DLR,Digital Realty Trust Inc,147.17,New York Stock Exchange
484,IP,International Paper Co,57.66,New York Stock Exchange
485,CLI,Mack-Cali Realty Corp,16.47,New York Stock Exchange
486,SE,Sea Ltd,265.67,New York Stock Exchange
487,CC,Chemours Co,31.34,New York Stock Exchange
488,DAN,Dana Inc,27.71,New York Stock Exchange
489,ZBH,Zimmer Biomet Holdings Inc,178.5,New York Stock Exchange
490,NVAX,Novavax Inc,244.27,Nasdaq Global Select
491,LPX,Louisiana-Pacific Corp,68.98,New York Stock Exchange
492,BBY,Best Buy Co Inc,117.19,New York Stock Exchange
493,GRUB,GrubHub Inc,70.41,New York Stock Exchange
494,BG,Bunge Ltd,85.65,New York Stock Exchange
495,LC,LendingClub Corp,15.67,New York Stock Exchange
496,PWR,Quanta Services Inc,97.85,New York Stock Exchange
497,TNDM,Tandem Diabetes Care Inc,95.96,Nasdaq Global Market
498,DXCM,DexCom Inc,425.77,Nasdaq Global Select
499,NTCT,Netscout Systems Inc,27.27,Nasdaq Global Select
500,NYMT,New York Mortgage Trust Inc,4.63,Nasdaq Global Select
501,NEM,Newmont Corporation,64.2,New York Stock Exchange
502,BEN,Franklin Resources Inc,30.13,New York Stock Exchange
503,SHLX,Shell Midstream Partners LP,15.8,New York Stock Exchange
504,NAVI,Navient Corp,16.2,Nasdaq Global Select
505,PBH,Prestige Consumer Healthcare Inc,43.42,New York Stock Exchange
506,SBH,Sally Beauty Holdings Inc,20.09,New York Stock Exchange
507,NI,NiSource Inc,25.61,New York Stock Exchange
508,LLY,Eli Lilly and Co,180.55,New York Stock Exchange
509,STNG,Scorpio Tankers Inc,18.26,New York Stock Exchange
510,TTWO,Take-Two Interactive Software Inc,174.38,Nasdaq Global Select
511,KLAC,KLA Corp,324.84,Nasdaq Global Select
512,LADR,Ladder Capital Corp,11.88,New York Stock Exchange
513,XRT,SPDR S&P Retail,94.19,New York Stock Exchange Arca
514,FHN,First Horizon National Corp,18.34,New York Stock Exchange
515,GOOG,Alphabet Inc.,2379.91,Nasdaq Global Select
516,HSIC,Henry Schein Inc,72.72,Nasdaq Global Select
517,HLX,Helix Energy Solutions Group Inc,4.43,New York Stock Exchange
518,RSG,Republic Services Inc,104.67,New York Stock Exchange
519,BIG,Big Lots Inc,69.04,New York Stock Exchange
520,CYH,Community Health Systems Inc,10.55,New York Stock Exchange
521,PAYC,Paycom Software Inc,401.1,New York Stock Exchange
522,GCP,GCP Applied Technologies Inc,25.86,New York Stock Exchange
523,YUM,Yum! Brands Inc,117.57,New York Stock Exchange
524,STZ,Constellation Brands Inc,237.9,New York Stock Exchange
525,EWH,iShares MSCI Hong Kong Index Fund,27.51,New York Stock Exchange Arca
526,LBTYK,Liberty Global plc,26.74,Nasdaq Global Select
527,LYG,Lloyds Banking Group Plc American Depositary Shares,2.49,New York Stock Exchange
528,MEOH,Methanex Corp,40.95,Nasdaq Global Select
529,GIII,G-III Apparel Group Ltd,33.1,Nasdaq Global Select
530,USFD,US Foods Holding Corp,40.36,New York Stock Exchange
531,SSO,ProShares Ultra S&P500,113.18,New York Stock Exchange Arca
532,SFM,Sprouts Farmers Market Inc,26.19,Nasdaq Global Select
533,SPXL,Direxion Daily S&P 500 Bull 3X Shares,98.73,New York Stock Exchange Arca
534,THC,Tenet Healthcare Corp,58.94,New York Stock Exchange
535,DOC,Physicians Realty Trust,18.81,New York Stock Exchange
536,ALLY,Ally Financial Inc,50.59,New York Stock Exchange
537,QRVO,Qorvo Inc,197.05,Nasdaq Global Select
538,TOPS,Top Ships Inc,1.83,Nasdaq Capital Market
539,HEDJ,WisdomTree Europe Hedged Equity Fund,74.34,New York Stock Exchange Arca
540,EVR,Evercore Inc,141.06,New York Stock Exchange
541,CMS,CMS Energy Corp,63.05,New York Stock Exchange
542,XLB,Materials Select Sector SPDR,83.41,New York Stock Exchange Arca
543,DOX,Amdocs Ltd,76.79,Nasdaq Global Select
544,RIO,Rio Tinto Plc,87.57,New York Stock Exchange
545,HMHC,Houghton Mifflin Harcourt Co,8.84,Nasdaq Global Select
546,NMRK,Newmark Group Inc,10.95,Nasdaq Global Select
547,PDM,Piedmont Office Realty Trust Inc,18.49,New York Stock Exchange
548,KMT,Kennametal Inc,41.44,New York Stock Exchange
549,SRNE,Sorrento Therapeutics Inc,8.6,Nasdaq Capital Market
550,AMR,Alta Mesa Resources Inc.,14.13,Nasdaq Capital Market
551,HP,Helmerich and Payne Inc,27.03,New York Stock Exchange
552,FLR,Fluor Corp,23.11,New York Stock Exchange
553,JHG,Janus Henderson Group PLC,34.0,New York Stock Exchange
554,FDX,FedEx Corp,287.39,New York Stock Exchange
555,EMN,Eastman Chemical Co,115.36,New York Stock Exchange
556,OPK,OPKO Health Inc,4.16,Nasdaq Global Select
557,LNG,Cheniere Energy Inc,76.32,NYSE American
558,EWZ,iShares Inc MSCI Brazil,36.63,New York Stock Exchange Arca
559,WU,Western Union Co,26.22,New York Stock Exchange
560,BAX,Baxter International Inc,86.99,New York Stock Exchange
561,CARS,Cars.com Inc,13.36,New York Stock Exchange
562,NUAN,Nuance Communications Inc,53.1,Nasdaq Global Select
563,TEL,TE Connectivity Ltd,135.92,New York Stock Exchange
564,MLM,Martin Marietta Materials Inc,355.17,New York Stock Exchange
565,GWW,W W Grainger Inc,422.22,New York Stock Exchange
566,PBF,PBF Energy Inc,14.3,New York Stock Exchange
567,GT,Goodyear Tire & Rubber Co,18.08,Nasdaq Global Select
568,EA,Electronic Arts Inc,143.99,Nasdaq Global Select
569,GPRO,GoPro Inc,11.76,Nasdaq Global Select
570,BW,Babcock & Wilcox Enterprises Inc,9.09,New York Stock Exchange
571,CMI,Cummins Inc,255.38,New York Stock Exchange
572,CNQ,Canadian Natural Resources Ltd,30.62,New York Stock Exchange
573,HCA,HCA Healthcare Inc,198.49,New York Stock Exchange
574,VRTX,Vertex Pharmaceuticals Inc,213.48,Nasdaq Global Select
575,QTS,QTS Realty Trust Inc,64.98,New York Stock Exchange
576,SAN,Banco Santander S.A. Sponsored ADR (Spain),3.78,New York Stock Exchange
577,CNHI,CNH Industrial NV,15.63,New York Stock Exchange
578,CNX,CNX Resources Corp,14.4,New York Stock Exchange
579,INFO,IHS Markit Ltd,105.24,New York Stock Exchange
580,YY,JOYY Inc,97.57,Nasdaq Global Select
581,ES,Eversource Energy,85.45,New York Stock Exchange
582,DXJ,WisdomTree Japan Hedged Equity Fund,59.55,New York Stock Exchange Arca
583,FWONK,Liberty Media Corporation Series C,46.52,Nasdaq Global Select
584,ARMK,Aramark,40.03,New York Stock Exchange
585,OII,Oceaneering International Inc,11.51,New York Stock Exchange
586,NOW,ServiceNow Inc,557.24,New York Stock Exchange
587,APTV,Aptiv PLC,146.92,New York Stock Exchange
588,HOMB,Home BancShares Inc,28.13,Nasdaq Global Select
589,QD,Qudian Inc,2.14,New York Stock Exchange
590,NSC,Norfolk Southern Corp,284.09,New York Stock Exchange
591,NKTR,Nektar Therapeutics,20.25,Nasdaq Global Select
592,PSX,Phillips 66,80.1,New York Stock Exchange
593,GAB,Gabelli Equity Trust Inc,7.12,New York Stock Exchange
594,CERN,Cerner Corp,74.97,Nasdaq Global Select
595,UPRO,ProShares UltraPro S&P 500,105.01,New York Stock Exchange Arca
596,MCHI,iShares MSCI China ETF,83.74,Nasdaq Global Market
597,AKAM,Akamai Technologies Inc,108.98,Nasdaq Global Select
598,IEF,iShares 7-10 Year Treasury Bond ETF,114.09,Nasdaq Global Market
599,PNW,Pinnacle West Capital Corp,81.63,New York Stock Exchange
600,AMH,American Homes 4 Rent,36.3,New York Stock Exchange
601,CDNS,Cadence Design Systems Inc,133.27,Nasdaq Global Select
602,LABD,Direxion Daily S&P Biotech Bear 3X Shares,19.0,New York Stock Exchange Arca
603,FOE,Ferro Corp,16.97,New York Stock Exchange
604,A,Agilent Technologies Inc,134.8,New York Stock Exchange
605,MDRX,Allscripts Healthcare Solutions Inc,15.83,Nasdaq Global Select
606,MOS,Mosaic Co,36.16,New York Stock Exchange
607,CTB,Cooper Tire & Rubber Co,57.71,New York Stock Exchange
608,LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,11.88,New York Stock Exchange
609,SKX,Skechers USA Inc,48.86,New York Stock Exchange
610,HST,Host Hotels & Resorts Inc,18.28,New York Stock Exchange
611,UE,Urban Edge Properties,18.69,New York Stock Exchange
612,PHM,Pultegroup Inc,58.68,New York Stock Exchange
613,MT,Arcelor Mittal NY Registry Shares NEW,30.8,New York Stock Exchange
614,ISBC,Investors Bancorp Inc,15.12,Nasdaq Global Select
615,KLDX,Klondex Mines Ltd.,2.2,NYSE American
616,CAAP,Corporacion America Airports SA,5.89,New York Stock Exchange
617,WRE,Washington Real Estate Investment Trust,23.17,New York Stock Exchange
618,RRC,Range Resources Corp,10.34,New York Stock Exchange
619,FL,Foot Locker Inc,58.86,New York Stock Exchange
620,NTAP,NetApp Inc,76.6,Nasdaq Global Select
621,AGO,Assured Guaranty Ltd,49.9,New York Stock Exchange
622,DRE,Duke Realty Corp,45.27,New York Stock Exchange
623,BBBY,Bed Bath & Beyond Inc,26.21,Nasdaq Global Select
624,CCJ,Cameco Corp,17.27,New York Stock Exchange
625,MAR,Marriott International Inc,149.45,Nasdaq Global Select
626,AXTA,Axalta Coating Systems Ltd,32.63,New York Stock Exchange
627,VIAV,Viavi Solutions Inc,17.0,Nasdaq Global Select
628,SHOO,Steven Madden Ltd,40.02,Nasdaq Global Select
629,CONE,CyrusOne Inc,72.3,Nasdaq Global Select
630,AEM,Agnico Eagle Mines Ltd,65.09,New York Stock Exchange
631,BB,BlackBerry Ltd,9.3,New York Stock Exchange
632,CB,Chubb Ltd,164.06,New York Stock Exchange
633,PRU,Prudential Financial Inc,99.81,New York Stock Exchange
634,RUN,Sunrun Inc,53.5,Nasdaq Global Select
635,PVG,Pretium Resources Inc,10.91,New York Stock Exchange
636,HA,Hawaiian Holdings Inc,24.73,Nasdaq Global Select
637,INDA,Ishares MSCI India,41.57,BATS Exchange
638,PBCT,People's United Financial Inc,18.28,Nasdaq Global Select
639,UCBI,United Community Banks Inc,33.48,Nasdaq Global Select
640,LBTYA,Liberty Global PLC,26.53,Nasdaq Global Select
641,AVYA,Avaya Holdings Corp,30.25,New York Stock Exchange
642,CBSH,Commerce Bancshares Inc,77.61,Nasdaq Global Select
643,SC,Santander Consumer USA Holdings Inc,32.14,New York Stock Exchange
644,ANF,Abercrombie & Fitch Co,38.82,New York Stock Exchange
645,HIG,Hartford Financial Services Group Inc,67.6,New York Stock Exchange
646,ITW,Illinois Tool Works Inc,230.0,New York Stock Exchange
647,AZN,Astrazeneca PLC,52.08,New York Stock Exchange
648,YELP,Yelp Inc,40.45,New York Stock Exchange
649,MTOR,Meritor Inc,29.15,New York Stock Exchange
650,EVC,Entravision Communications Corp,3.86,New York Stock Exchange
651,SPXS,Direxion Daily S&P 500 Bear 3X,26.67,New York Stock Exchange Arca
652,IRM,Iron Mountain Inc,39.53,New York Stock Exchange
653,TSCO,Tractor Supply Co,188.6,Nasdaq Global Select
654,EWC,iShares MSCI Canada Index Fund,36.03,New York Stock Exchange Arca
655,POST,Post Holdings Inc,112.69,New York Stock Exchange
656,EL,Estee Lauder Companies Inc,315.5,New York Stock Exchange
657,ING,ING Group N.V.,12.87,New York Stock Exchange
658,UBS,UBS Group AG,15.55,New York Stock Exchange
659,KRG,Kite Realty Group Trust,20.82,New York Stock Exchange
660,VSH,Vishay Intertechnology Inc,25.87,New York Stock Exchange
661,TER,Teradyne Inc,132.4,Nasdaq Global Select
662,EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,110.69,Nasdaq Global Market
663,SPSB,SPDR Portfolio Short Term Corporate Bond,31.32,New York Stock Exchange Arca
664,TWLO,Twilio Inc,393.8,New York Stock Exchange
665,TRUE,TrueCar Inc,4.52,Nasdaq Global Select
666,RLGY,Realogy Holdings Corp,15.25,New York Stock Exchange
667,HPP,Hudson Pacific Properties Inc,27.97,New York Stock Exchange
668,CNO,CNO Financial Group Inc,25.86,New York Stock Exchange
669,JNPR,Juniper Networks Inc,25.26,New York Stock Exchange
670,SMH,VanEck Vectors Semiconductor,247.95,New York Stock Exchange Arca
671,URBN,Urban Outfitters Inc,37.6,Nasdaq Global Select
672,ROKU,Roku Inc,357.74,Nasdaq Global Select
673,FEDU,Four Seasons Education (Cayman) Inc,1.11,New York Stock Exchange
674,AUD,Entercom Communications Corp,5.02,New York Stock Exchange
675,BANC,Banc of California Inc,17.83,New York Stock Exchange
676,INVH,Invitation Homes Inc,34.15,New York Stock Exchange
677,OMF,OneMain Holdings Inc,57.08,New York Stock Exchange
678,LW,Lamb Weston Holdings Inc,79.68,New York Stock Exchange
679,CTRE,CareTrust REIT Inc,24.43,Nasdaq Global Select
680,NHI,National Health Investors Inc,73.65,New York Stock Exchange
681,FE,FirstEnergy Corp,37.42,New York Stock Exchange
682,NOC,Northrop Grumman Corp,338.37,New York Stock Exchange
683,ASH,Ashland Global Holdings Inc.,94.87,New York Stock Exchange
684,MCHP,Microchip Technology Inc,154.62,Nasdaq Global Select
685,KLIC,Kulicke and Soffa Industries Inc,57.89,Nasdaq Global Select
686,O,Realty Income Corp,68.6,New York Stock Exchange
687,XLV,SPDR Select Sector Fund - Health Care,122.18,New York Stock Exchange Arca
688,FET,Forum Energy Technologies Inc,18.9,New York Stock Exchange
689,TPH,TRI Pointe Group Inc,24.17,New York Stock Exchange
690,AMX,America Movil S.A.B. de C.V.n Depository Receipt Series L,14.33,New York Stock Exchange
691,FLO,Flowers Foods Inc,23.86,New York Stock Exchange
692,SHO,Sunstone Hotel Investors Inc,13.24,New York Stock Exchange
693,TEAM,Atlassian Corporation PLC,235.96,Nasdaq Global Select
694,COF,Capital One Financial Corp,144.36,New York Stock Exchange
695,PFPT,Proofpoint Inc,172.3,Nasdaq Global Market
696,EWL,iShares Inc MSCI Switzerland,46.71,New York Stock Exchange Arca
697,FLT,Fleetcor Technologies Inc,292.84,New York Stock Exchange
698,PLUG,Plug Power Inc,28.86,Nasdaq Capital Market
699,HIMX,Himax Technologies Inc,13.89,Nasdaq Global Select
700,IGT,International Game Technology PLC,18.3,New York Stock Exchange
701,IBB,iShares Nasdaq Biotechnology Index Fund,156.77,Nasdaq Global Market
702,FANG,Diamondback Energy Inc,83.68,Nasdaq Global Select
703,XLRE,Real Estate Select Sector SPDR Fund (The),42.18,New York Stock Exchange Arca
704,TROW,T. Rowe Price Group Inc,179.71,Nasdaq Global Select
705,ARLP,Alliance Resource Partners LP,5.9,Nasdaq Global Select
706,RXN,Rexnord Corp,50.52,New York Stock Exchange
707,OSK,Oshkosh Corp,128.35,New York Stock Exchange
708,DHR,Danaher Corp,258.39,New York Stock Exchange
709,BLMN,Bloomin' Brands Inc,28.81,Nasdaq Global Select
710,BNDX,Vanguard Total International Bond ETF,57.09,Nasdaq Global Market
711,AMN,AMN Healthcare Services Inc,80.28,New York Stock Exchange
712,PPC,Pilgrims Pride Corp,24.69,Nasdaq Global Select
713,GNTX,Gentex Corp,35.76,Nasdaq Global Select
714,RCL,Royal Caribbean Cruises Ltd,87.47,New York Stock Exchange
715,INTU,Intuit Inc,415.8,Nasdaq Global Select
716,W,Wayfair Inc,311.04,New York Stock Exchange
717,PCAR,Paccar Inc,90.68,Nasdaq Global Select
718,IR,Ingersoll Rand Inc,51.94,New York Stock Exchange
719,PEG,Public Service Enterprise Group Inc,62.4,New York Stock Exchange
720,FBP,First Bancorp,12.42,New York Stock Exchange
721,WEC,WEC Energy Group Inc,94.66,New York Stock Exchange
722,MDC,MDC Holdings Inc,61.22,New York Stock Exchange
723,TISI,Team Inc,9.83,New York Stock Exchange
724,YUMC,Yum China Holdings Inc,63.42,New York Stock Exchange
725,HMSY,HMS Holdings Corp,36.975,Nasdaq Global Select
726,ALV,Autoliv Inc,104.99,New York Stock Exchange
727,IWF,iShares Russell 1000 Growth,260.79,New York Stock Exchange Arca
728,BHP,BHP Billiton Limited,75.73,New York Stock Exchange
729,BXP,Boston Properties Inc,107.54,New York Stock Exchange
730,BYD,Boyd Gaming Corp,68.39,New York Stock Exchange
731,WGO,Winnebago Industries Inc,82.16,New York Stock Exchange
732,KSU,Kansas City Southern,295.07,New York Stock Exchange
733,PUMP,ProPetro Holding Corp,10.2,New York Stock Exchange
734,XLNX,Xilinx Inc,131.52,Nasdaq Global Select
735,NOG,Northern Oil and Gas Inc,14.21,NYSE American
736,GLOG,GasLog Ltd,5.88,New York Stock Exchange
737,FOLD,Amicus Therapeutics Inc,10.23,Nasdaq Global Market
738,JBHT,J B Hunt Transport Services Inc,168.92,Nasdaq Global Select
739,AGG,iShares Core U.S. Aggregate Bond,114.43,New York Stock Exchange Arca
740,FBHS,Fortune Brands Home & Security Inc,103.78,New York Stock Exchange
741,TXT,Textron Inc,61.75,New York Stock Exchange
742,EXPD,Expeditors International of Washington Inc,109.09,Nasdaq Global Select
743,EXPE,Expedia Group Inc,177.6,Nasdaq Global Select
744,WERN,Werner Enterprises Inc,44.67,Nasdaq Global Select
745,AGI,Alamos Gold Inc,8.35,New York Stock Exchange
746,ED,Consolidated Edison Inc,76.21,New York Stock Exchange
747,HCSG,Healthcare Services Group Inc,31.19,Nasdaq Global Select
748,DVAX,Dynavax Technologies Corp,10.33,Nasdaq Capital Market
749,DLTR,Dollar Tree Inc,114.04,Nasdaq Global Select
750,VIXY,ProShares Trust VIX Short-Term Futures,7.96,New York Stock Exchange Arca
751,OUT,OUTFRONT Media Inc,24.08,New York Stock Exchange
752,MTSI,MACOM Technology Solutions Holdings Inc,61.63,Nasdaq Global Select
753,DBD,Diebold Nixdorf Inc,15.4,New York Stock Exchange
754,CBT,Cabot Corp,56.74,New York Stock Exchange
755,STOR,STORE Capital Corp,35.43,New York Stock Exchange
756,VEU,Vanguard FTSE All World Ex US,63.16,New York Stock Exchange Arca
757,BGCP,BGC Partners Inc,5.665,Nasdaq Global Select
758,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,93.8,Nasdaq Global Market
